sssm1_1,sssm1_2,sssm1_3,sssm1_4,sssm1_5,sssm1_6,sssm1_7,sssm1_8,sssm1_9,sssm1_10,sssm1_11,sssm1_12,sssm1_13,sssm1_14,sssm1_15,sssm1_16,sssm1_17,sssm1_18,sssm1_19,sssm1_20,sssm1_21,sssm1_22,sssm1_23,sssm1_24,sssm1_25,sssm2_1,sssm2_2,sssm2_3,sssm2_4,sssm2_5
0.0683819707123686,0.332329237324924,0.0944828313040208,0.14043821649376,0.127513769627689,0.383787754013945,0.378317564945659,0.192806097547283,0.321569711574365,0.0166852443734909,0.117484363736564,0.212543699888651,0.0360246193139465,0.197194480728853,0.667844252507763,0.294326145323781,0.0356877679798838,0.205653035706834,0.202866722735752,0.0730082692286292,0.136019766213341,0.0411217298608827,0.471033416127916,0.137930868467271,0.114948464262428,"","","","",""
